"","country","year","cellphones"
"4749","Falkland Is (Malvinas)","1982",0
"4750","Fiji","1982",0
"4751","Finland","1982",0.70200695666516
"4752","France","1982",0
"4753","French Guiana","1982",0
"4754","French Polynesia","1982",0
"4755","Gabon","1982",0
"4756","Gambia","1982",0
"4757","Georgia","1982",0
"4758","Germany","1982",0
"4759","Ghana","1982",0
"4760","Gibraltar","1982",0
"4761","Greece","1982",0
"4762","Greenland","1982",0
"4763","Grenada","1982",0
"4764","Guadeloupe","1982",0
"4765","Guam","1982",0
"4766","Guatemala","1982",0
"4767","Guernsey","1982",0
"4768","Guinea","1982",0
"4769","Guinea-Bissau","1982",0
"4770","Guyana","1982",0
"4771","Haiti","1982",0
"4772","Holy See","1982",0
"4773","Honduras","1982",0
"4774","Hong Kong, China","1982",0
"4775","Hungary","1982",0
"4776","Iceland","1982",0
"4777","India","1982",0
"4778","Indonesia","1982",0
"4779","Iran","1982",0
"4780","Iraq","1982",0
"4781","Ireland","1982",0
"4782","Isle of Man","1982",0
"4783","Israel","1982",0
"4784","Italy","1982",0
"4785","Jamaica","1982",0
"4786","Japan","1982",0.016824235292249
"4787","Jersey","1982",0
"4788","Jordan","1982",0
"4789","Kazakhstan","1982",0
"4790","Kenya","1982",0
"4791","Kiribati","1982",0
"4792","North Korea","1982",0
"4793","South Korea","1982",0
"4794","United Korea (former)
","1982",0
"4795","Kosovo","1982",0
"4796","Kuwait","1982",0
"4797","Kyrgyz Republic","1982",0
"4798","Lao","1982",0
"4799","Latvia","1982",0
"4800","Lebanon","1982",0
"4801","Lesotho","1982",0
"4802","Liberia","1982",0
"4803","Libya","1982",0
"4804","Liechtenstein","1982",0
"4805","Lithuania","1982",0
"4806","Luxembourg","1982",0
"4807","Macao, China","1982",0
"4808","Macedonia, FYR","1982",0
"4809","Madagascar","1982",0
"4810","Malawi","1982",0
"4811","Malaysia","1982",0
"4812","Maldives","1982",0
"4813","Mali","1982",0
"4814","Malta","1982",0
"4815","Marshall Islands","1982",0
"4816","Martinique","1982",0
"4817","Mauritania","1982",0
"4818","Mauritius","1982",0
"4819","Mayotte","1982",0
"4820","Mexico","1982",0
"4821","Micronesia, Fed. Sts.","1982",0
"4822","Moldova","1982",0
"4823","Monaco","1982",0
"4824","Mongolia","1982",0
"4825","Montenegro","1982",0
"4826","Montserrat","1982",0
"4827","Morocco","1982",0
"4828","Mozambique","1982",0
"4829","Myanmar","1982",0
"4830","Namibia","1982",0
"4831","Nauru","1982",0
"4832","Nepal","1982",0
"4833","Netherlands","1982",0
"4834","Netherlands Antilles","1982",0
"4835","New Caledonia","1982",0
"4836","New Zealand","1982",0
"4837","Ngorno-Karabakh","1982",0
"4838","Nicaragua","1982",0
"4839","Niger","1982",0
"4840","Nigeria","1982",0
"4841","Niue","1982",0
"4842","Norfolk Island","1982",0
"4843","Northern Cyprus","1982",0
"4844","Northern Mariana Islands","1982",0
"4845","Norway","1982",0.268972941210235
"4846","Oman","1982",0
"4847","Pakistan","1982",0
"4848","Palau","1982",0
"4849","Panama","1982",0
"4850","Papua New Guinea","1982",0
"4851","Paraguay","1982",0
"4852","Peru","1982",0
"4853","Philippines","1982",0
"4854","Pitcairn","1982",0
"4855","Poland","1982",0
"4856","Portugal","1982",0
"4857","Puerto Rico","1982",0
"4858","Qatar","1982",0
"4859","Reunion","1982",0
"4860","Romania","1982",0
"4861","Russia","1982",0
"4862","Rwanda","1982",0
"4863","St. Barthélemy","1982",0
"4864","St. Helena","1982",0
"4865","St. Kitts and Nevis","1982",0
"4866","St. Lucia","1982",0
"4867","St. Martin","1982",0
"4868","St. Vincent and the Grenadines","1982",0
"4869","St.-Pierre-et-Miquelon","1982",0
"4870","Samoa","1982",0
"4871","San Marino","1982",0
"4872","Sao Tome and Principe","1982",0
"4873","Saudi Arabia","1982",0
"4874","Senegal","1982",0
"4875","Serbia","1982",0
"4876","Serbia and Montenegro","1982",0
"4877","Serbia excluding Kosovo","1982",0
"4878","Seychelles","1982",0
"4879","Sierra Leone","1982",0
"4880","Singapore","1982",0
"4881","Slovak Republic","1982",0
"4882","Slovenia","1982",0
"4883","Solomon Islands","1982",0
"4884","Somalia","1982",0
"4885","Somaliland","1982",0
"4886","South Africa","1982",0
"4887","South Ossetia","1982",0
"4888","Spain","1982",0
"4889","Sri Lanka","1982",0
"4890","Sudan","1982",0
"4891","Suriname","1982",0
"4892","Svalbard","1982",0
"4893","Swaziland","1982",0
"4894","Sweden","1982",0.327241352752986
"4895","Switzerland","1982",0
"4896","Syria","1982",0
"4897","Taiwan","1982",0
"4898","Tajikistan","1982",0
"4899","Tanzania","1982",0
"4900","Thailand","1982",0
"4901","Timor-Leste","1982",0
"4902","Togo","1982",0
"4903","Tokelau","1982",0
"4904","Tonga","1982",0
"4905","Transnistria","1982",0
"4906","Trinidad and Tobago","1982",0
"4907","Tunisia","1982",0
"4908","Turkey","1982",0
"4909","Turkmenistan","1982",0
"4910","Turks and Caicos Islands","1982",0
"4911","Tuvalu","1982",0
"4912","Uganda","1982",0
"4913","Ukraine","1982",0
"4914","United Arab Emirates","1982",0.201324420911473
"4915","United Kingdom","1982",0
"4916","United States","1982",0
"4917","Uruguay","1982",0
"4918","USSR","1982",0
"4919","Uzbekistan","1982",0
"4920","Wallis et Futuna","1982",0
"4921","Vanuatu","1982",0
"4922","Venezuela","1982",0
"4923","West Bank and Gaza","1982",0
"4924","West Germany","1982",0
"4925","Western Sahara","1982",0
"4926","Vietnam","1982",0
"4927","Virgin Islands (U.S.)","1982",0
"4928","North Yemen (former)","1982",0
"4929","South Yemen (former)","1982",0
"4930","Yemen","1982",0
"4931","Yugoslavia","1982",0
"4932","Zambia","1982",0
"4933","Zimbabwe","1982",0
"4934","Åland","1982",0
"4935","South Sudan","1982",0
"4936","Christian","1982",0
"4937","Coastline","1982",0
"4938","Curaçao","1982",0
"4939","Sint Maarten (Dutch part)","1982",0
"4940","St. Martin (French part)","1982",0
"4941","Antarctica","1982",0
"4942","Virgin Islands, British","1982",0
"4943","Hawaiian Trade Zone","1982",0
"4944","U.S. Pacific Islands","1982",0
"4945","Wake Island","1982",0
"4946","Bonaire","1982",0
"4947","Sark","1982",0
"4948","Chinese Taipei","1982",0
"4949","Saint Eustatius","1982",0
"4950","Saba","1982",0
"4951","Abkhazia","1983",0
"4952","Afghanistan","1983",0
"4953","Akrotiri and Dhekelia","1983",0
"4954","Albania","1983",0
"4955","Algeria","1983",0
"4956","American Samoa","1983",0
"4957","Andorra","1983",0
"4958","Angola","1983",0
"4959","Anguilla","1983",0
"4960","Antigua and Barbuda","1983",0
"4961","Argentina","1983",0
"4962","Armenia","1983",0
"4963","Aruba","1983",0
"4964","Australia","1983",0
"4965","Austria","1983",0
"4966","Azerbaijan","1983",0
"4967","Bahamas","1983",0
"4968","Bahrain","1983",0
"4969","Bangladesh","1983",0
"4970","Barbados","1983",0
"4971","Belarus","1983",0
"4972","Belgium","1983",0
"4973","Belize","1983",0
"4974","Benin","1983",0
"4975","Bermuda","1983",0
"4976","Bhutan","1983",0
"4977","Bolivia","1983",0
"4978","Bosnia and Herzegovina","1983",0
"4979","Botswana","1983",0
"4980","Brazil","1983",0
"4981","British Virgin Islands","1983",0
"4982","Brunei","1983",0
"4983","Bulgaria","1983",0
"4984","Burkina Faso","1983",0
"4985","Burundi","1983",0
"4986","Cambodia","1983",0
"4987","Cameroon","1983",0
"4988","Canada","1983",0
"4989","Cape Verde","1983",0
"4990","Cayman Islands","1983",0
"4991","Central African Republic","1983",0
"4992","Chad","1983",0
"4993","Channel Islands","1983",0
"4994","Chile","1983",0
"4995","China","1983",0
"4996","Christmas Island","1983",0
"4997","Cocos Island","1983",0
"4998","Colombia","1983",0
"4999","Comoros","1983",0
"5000","Congo, Dem. Rep.","1983",0
"5001","Congo, Rep.","1983",0
"5002","Cook Is","1983",0
"5003","Costa Rica","1983",0
"5004","Cote d'Ivoire","1983",0
"5005","Croatia","1983",0
"5006","Cuba","1983",0
"5007","Cyprus","1983",0
"5008","Czech Republic","1983",0
"5009","Czechoslovakia","1983",0
"5010","Denmark","1983",0.31451467650505
"5011","Djibouti","1983",0
"5012","Dominica","1983",0
"5013","Dominican Republic","1983",0
"5014","East Germany","1983",0
"5015","Ecuador","1983",0
"5016","Egypt","1983",0
"5017","El Salvador","1983",0
"5018","Equatorial Guinea","1983",0
"5019","Eritrea","1983",0
"5020","Eritrea and Ethiopia","1983",0
"5021","Estonia","1983",0
"5022","Ethiopia","1983",0
"5023","Faeroe Islands","1983",0
"5024","Falkland Is (Malvinas)","1983",0
"5025","Fiji","1983",0
"5026","Finland","1983",0.870061346886944
"5027","France","1983",0
"5028","French Guiana","1983",0
"5029","French Polynesia","1983",0
"5030","Gabon","1983",0
"5031","Gambia","1983",0
"5032","Georgia","1983",0
"5033","Germany","1983",0
"5034","Ghana","1983",0
"5035","Gibraltar","1983",0
"5036","Greece","1983",0
"5037","Greenland","1983",0
"5038","Grenada","1983",0
"5039","Guadeloupe","1983",0
"5040","Guam","1983",0
"5041","Guatemala","1983",0
"5042","Guernsey","1983",0
"5043","Guinea","1983",0
"5044","Guinea-Bissau","1983",0
"5045","Guyana","1983",0
"5046","Haiti","1983",0
"5047","Holy See","1983",0
"5048","Honduras","1983",0
"5049","Hong Kong, China","1983",0
"5050","Hungary","1983",0
"5051","Iceland","1983",0
"5052","India","1983",0
"5053","Indonesia","1983",0
"5054","Iran","1983",0
"5055","Iraq","1983",0
"5056","Ireland","1983",0
"5057","Isle of Man","1983",0
"5058","Israel","1983",0
"5059","Italy","1983",0
"5060","Jamaica","1983",0
"5061","Japan","1983",0.022941407638144
"5062","Jersey","1983",0
"5063","Jordan","1983",0
"5064","Kazakhstan","1983",0
"5065","Kenya","1983",0
"5066","Kiribati","1983",0
"5067","North Korea","1983",0
"5068","South Korea","1983",0
"5069","United Korea (former)
","1983",0
"5070","Kosovo","1983",0
"5071","Kuwait","1983",0
"5072","Kyrgyz Republic","1983",0
"5073","Lao","1983",0
"5074","Latvia","1983",0
"5075","Lebanon","1983",0
"5076","Lesotho","1983",0
"5077","Liberia","1983",0
"5078","Libya","1983",0
"5079","Liechtenstein","1983",0
"5080","Lithuania","1983",0
"5081","Luxembourg","1983",0
"5082","Macao, China","1983",0
"5083","Macedonia, FYR","1983",0
"5084","Madagascar","1983",0
"5085","Malawi","1983",0
"5086","Malaysia","1983",0
"5087","Maldives","1983",0
"5088","Mali","1983",0
"5089","Malta","1983",0
"5090","Marshall Islands","1983",0
"5091","Martinique","1983",0
"5092","Mauritania","1983",0
"5093","Mauritius","1983",0
"5094","Mayotte","1983",0
"5095","Mexico","1983",0
"5096","Micronesia, Fed. Sts.","1983",0
"5097","Moldova","1983",0
"5098","Monaco","1983",0
"5099","Mongolia","1983",0
"5100","Montenegro","1983",0
"5101","Montserrat","1983",0
"5102","Morocco","1983",0
"5103","Mozambique","1983",0
"5104","Myanmar","1983",0
"5105","Namibia","1983",0
"5106","Nauru","1983",0
"5107","Nepal","1983",0
"5108","Netherlands","1983",0
"5109","Netherlands Antilles","1983",0
"5110","New Caledonia","1983",0
"5111","New Zealand","1983",0
"5112","Ngorno-Karabakh","1983",0
"5113","Nicaragua","1983",0
"5114","Niger","1983",0
"5115","Nigeria","1983",0
"5116","Niue","1983",0
"5117","Norfolk Island","1983",0
"5118","Northern Cyprus","1983",0
"5119","Northern Mariana Islands","1983",0
"5120","Norway","1983",0.569099265187214
"5121","Oman","1983",0
"5122","Pakistan","1983",0
"5123","Palau","1983",0
"5124","Panama","1983",0
"5125","Papua New Guinea","1983",0
"5126","Paraguay","1983",0
"5127","Peru","1983",0
"5128","Philippines","1983",0
"5129","Pitcairn","1983",0
"5130","Poland","1983",0
"5131","Portugal","1983",0
"5132","Puerto Rico","1983",0
"5133","Qatar","1983",0
"5134","Reunion","1983",0
"5135","Romania","1983",0
"5136","Russia","1983",0
"5137","Rwanda","1983",0
"5138","St. Barthélemy","1983",0
"5139","St. Helena","1983",0
"5140","St. Kitts and Nevis","1983",0
"5141","St. Lucia","1983",0
"5142","St. Martin","1983",0
"5143","St. Vincent and the Grenadines","1983",0
"5144","St.-Pierre-et-Miquelon","1983",0
"5145","Samoa","1983",0
"5146","San Marino","1983",0
"5147","Sao Tome and Principe","1983",0
"5148","Saudi Arabia","1983",0
"5149","Senegal","1983",0
"5150","Serbia","1983",0
"5151","Serbia and Montenegro","1983",0
"5152","Serbia excluding Kosovo","1983",0
"5153","Seychelles","1983",0
"5154","Sierra Leone","1983",0
"5155","Singapore","1983",0
"5156","Slovak Republic","1983",0
"5157","Slovenia","1983",0
"5158","Solomon Islands","1983",0
"5159","Somalia","1983",0
"5160","Somaliland","1983",0
"5161","South Africa","1983",0
"5162","South Ossetia","1983",0
"5163","Spain","1983",0
"5164","Sri Lanka","1983",0
"5165","Sudan","1983",0
"5166","Suriname","1983",0
"5167","Svalbard","1983",0
"5168","Swaziland","1983",0
"5169","Sweden","1983",0.43592825188375
"5170","Switzerland","1983",0
"5171","Syria","1983",0
"5172","Taiwan","1983",0
"5173","Tajikistan","1983",0
"5174","Tanzania","1983",0
"5175","Thailand","1983",0
"5176","Timor-Leste","1983",0
"5177","Togo","1983",0
"5178","Tokelau","1983",0
"5179","Tonga","1983",0
"5180","Transnistria","1983",0
"5181","Trinidad and Tobago","1983",0
"5182","Tunisia","1983",0
"5183","Turkey","1983",0
"5184","Turkmenistan","1983",0
"5185","Turks and Caicos Islands","1983",0
"5186","Tuvalu","1983",0
"5187","Uganda","1983",0
"5188","Ukraine","1983",0
"5189","United Arab Emirates","1983",0.292846220402113
"5190","United Kingdom","1983",0
"5191","United States","1983",0
"5192","Uruguay","1983",0
"5193","USSR","1983",0
"5194","Uzbekistan","1983",0
"5195","Wallis et Futuna","1983",0
"5196","Vanuatu","1983",0
"5197","Venezuela","1983",0
"5198","West Bank and Gaza","1983",0
"5199","West Germany","1983",0
"5200","Western Sahara","1983",0
"5201","Vietnam","1983",0
"5202","Virgin Islands (U.S.)","1983",0
"5203","North Yemen (former)","1983",0
"5204","South Yemen (former)","1983",0
"5205","Yemen","1983",0
"5206","Yugoslavia","1983",0
"5207","Zambia","1983",0
"5208","Zimbabwe","1983",0
"5209","Åland","1983",0
"5210","South Sudan","1983",0
"5211","Christian","1983",0
"5212","Coastline","1983",0
"5213","Curaçao","1983",0
"5214","Sint Maarten (Dutch part)","1983",0
"5215","St. Martin (French part)","1983",0
"5216","Antarctica","1983",0
"5217","Virgin Islands, British","1983",0
"5218","Hawaiian Trade Zone","1983",0
"5219","U.S. Pacific Islands","1983",0
"5220","Wake Island","1983",0
"5221","Bonaire","1983",0
"5222","Sark","1983",0
"5223","Chinese Taipei","1983",0
"5224","Saint Eustatius","1983",0
"5225","Saba","1983",0
"5226","Abkhazia","1984",0
"5227","Afghanistan","1984",0
"5228","Akrotiri and Dhekelia","1984",0
"5229","Albania","1984",0
"5230","Algeria","1984",0
"5231","American Samoa","1984",0
"5232","Andorra","1984",0
"5233","Angola","1984",0
"5234","Anguilla","1984",0
"5235","Antigua and Barbuda","1984",0
"5236","Argentina","1984",0
"5237","Armenia","1984",0
"5238","Aruba","1984",0
"5239","Australia","1984",0
"5240","Austria","1984",0
"5241","Azerbaijan","1984",0
"5242","Bahamas","1984",0
"5243","Bahrain","1984",0
"5244","Bangladesh","1984",0
"5245","Barbados","1984",0
"5246","Belarus","1984",0
"5247","Belgium","1984",0
"5248","Belize","1984",0
"5249","Benin","1984",0
"5250","Bermuda","1984",0
"5251","Bhutan","1984",0
"5252","Bolivia","1984",0
"5253","Bosnia and Herzegovina","1984",0
"5254","Botswana","1984",0
"5255","Brazil","1984",0
"5256","British Virgin Islands","1984",0
"5257","Brunei","1984",0
"5258","Bulgaria","1984",0
"5259","Burkina Faso","1984",0
"5260","Burundi","1984",0
"5261","Cambodia","1984",0
"5262","Cameroon","1984",0
"5263","Canada","1984",0
"5264","Cape Verde","1984",0
"5265","Cayman Islands","1984",0
"5266","Central African Republic","1984",0
"5267","Chad","1984",0
"5268","Channel Islands","1984",0
"5269","Chile","1984",0
"5270","China","1984",0
"5271","Christmas Island","1984",0
"5272","Cocos Island","1984",0
"5273","Colombia","1984",0
"5274","Comoros","1984",0
"5275","Congo, Dem. Rep.","1984",0
"5276","Congo, Rep.","1984",0
"5277","Cook Is","1984",0
"5278","Costa Rica","1984",0
"5279","Cote d'Ivoire","1984",0
"5280","Croatia","1984",0
"5281","Cuba","1984",0
"5282","Cyprus","1984",0
"5283","Czech Republic","1984",0
"5284","Czechoslovakia","1984",0
"5285","Denmark","1984",0.598184802352704
"5286","Djibouti","1984",0
"5287","Dominica","1984",0
"5288","Dominican Republic","1984",0
"5289","East Germany","1984",0
"5290","Ecuador","1984",0
"5291","Egypt","1984",0
"5292","El Salvador","1984",0
"5293","Equatorial Guinea","1984",0
"5294","Eritrea","1984",0
"5295","Eritrea and Ethiopia","1984",0
"5296","Estonia","1984",0
"5297","Ethiopia","1984",0
"5298","Faeroe Islands","1984",0
"5299","Falkland Is (Malvinas)","1984",0
"5300","Fiji","1984",0
"5301","Finland","1984",1.06594578863285
"5302","France","1984",0
"5303","French Guiana","1984",0
"5304","French Polynesia","1984",0
"5305","Gabon","1984",0
"5306","Gambia","1984",0
"5307","Georgia","1984",0
"5308","Germany","1984",0
"5309","Ghana","1984",0
"5310","Gibraltar","1984",0
"5311","Greece","1984",0
"5312","Greenland","1984",0
"5313","Grenada","1984",0
"5314","Guadeloupe","1984",0
"5315","Guam","1984",0
"5316","Guatemala","1984",0
"5317","Guernsey","1984",0
"5318","Guinea","1984",0
"5319","Guinea-Bissau","1984",0
"5320","Guyana","1984",0
"5321","Haiti","1984",0
"5322","Holy See","1984",0
"5323","Honduras","1984",0
"5324","Hong Kong, China","1984",0.018690495303733
"5325","Hungary","1984",0
"5326","Iceland","1984",0
"5327","India","1984",0
"5328","Indonesia","1984",0.001062493312743
"5329","Iran","1984",0
"5330","Iraq","1984",0
"5331","Ireland","1984",0
"5332","Isle of Man","1984",0
"5333","Israel","1984",0
"5334","Italy","1984",0
"5335","Jamaica","1984",0
"5336","Japan","1984",0.033851571402398
"5337","Jersey","1984",0
"5338","Jordan","1984",0
"5339","Kazakhstan","1984",0
"5340","Kenya","1984",0
"5341","Kiribati","1984",0
"5342","North Korea","1984",0
"5343","South Korea","1984",0
"5344","United Korea (former)
","1984",0
"5345","Kosovo","1984",0
"5346","Kuwait","1984",0
"5347","Kyrgyz Republic","1984",0
"5348","Lao","1984",0
"5349","Latvia","1984",0
"5350","Lebanon","1984",0
"5351","Lesotho","1984",0
"5352","Liberia","1984",0
"5353","Libya","1984",0
"5354","Liechtenstein","1984",0
"5355","Lithuania","1984",0
"5356","Luxembourg","1984",0
"5357","Macao, China","1984",0
"5358","Macedonia, FYR","1984",0
"5359","Madagascar","1984",0
"5360","Malawi","1984",0
"5361","Malaysia","1984",0
"5362","Maldives","1984",0
"5363","Mali","1984",0
"5364","Malta","1984",0
"5365","Marshall Islands","1984",0
"5366","Martinique","1984",0
"5367","Mauritania","1984",0
"5368","Mauritius","1984",0
"5369","Mayotte","1984",0
"5370","Mexico","1984",0
"5371","Micronesia, Fed. Sts.","1984",0
"5372","Moldova","1984",0
"5373","Monaco","1984",0
"5374","Mongolia","1984",0
"5375","Montenegro","1984",0
"5376","Montserrat","1984",0
"5377","Morocco","1984",0
"5378","Mozambique","1984",0
"5379","Myanmar","1984",0
"5380","Namibia","1984",0
"5381","Nauru","1984",0
"5382","Nepal","1984",0
"5383","Netherlands","1984",0
"5384","Netherlands Antilles","1984",0
"5385","New Caledonia","1984",0
"5386","New Zealand","1984",0
"5387","Ngorno-Karabakh","1984",0
"5388","Nicaragua","1984",0
"5389","Niger","1984",0
"5390","Nigeria","1984",0
"5391","Niue","1984",0
"5392","Norfolk Island","1984",0
"5393","Northern Cyprus","1984",0
"5394","Northern Mariana Islands","1984",0
"5395","Norway","1984",0.943658398076435
"5396","Oman","1984",0
"5397","Pakistan","1984",0
"5398","Palau","1984",0
"5399","Panama","1984",0
"5400","Papua New Guinea","1984",0
